手机编号,商品标题,价格,品牌,屏幕尺寸,前置摄像头像素,后置摄像头像素,指纹识别,GPS定位,促销信息,总评论数,好评数,中评数,差评数,X,avg_words,速度,物流,送货,包装,客服,售后,发票,电池,系统,性价比,质量,外观,功能,运行,充电,声音,屏幕,耳机,信号,开机,软件
2938299,自营 乐视（Le）乐2（X620）32GB 原力金 移动联通电信4G手机 双卡双待,1099,乐视（Letv）,5.5,800,1600,1,1,1,346939,326643,10930,9366,2938299,27.7750611246944,0.0378973105134474,0.0427872860635697,0.0256723716381418,0.00366748166259169,0.0366748166259169,0.0268948655256724,0.00122249388753056,0.0317848410757946,0.0146699266503667,0.0635696821515892,0.0550122249388753,0.0183374083129584,0.0134474327628362,0.0146699266503667,0.0488997555012225,0.00122249388753056,0.0268948655256724,0.0232273838630807,0.0122249388753056,0.0134474327628362,0.0134474327628362
3922720,自营 乐视（Letv）乐Max（X900）64G 银色 移动联通4G手机 双卡双待,1199,乐视（Letv）,6.3,400,2100,1,1,0,38114,35023,1478,1613,3922720,33.3817204301075,0.0494623655913978,0.0247311827956989,0.0247311827956989,0.0150537634408602,0.0387096774193548,0.0344086021505376,0.00537634408602151,0.043010752688172,0.0516129032258065,0.0419354838709677,0.0311827956989247,0.0129032258064516,0.0139784946236559,0.0172043010752688,0.0440860215053763,0.00752688172043011,0.127956989247312,0.0129032258064516,0.0139784946236559,0.0193548387096774,0.010752688172043
1386564,自营 联想 (Lenovo) 黄金斗士 S8 (A7600-m) 珍珠白 移动4G手机 双卡双待,599,联想（Lenovo）,5.5,500,1300,0,1,0,39253,36348,1830,1075,1386564,24.6685714285714,0.0333333333333333,0.0228571428571429,0.0152380952380952,0.00571428571428571,0.0304761904761905,0.0123809523809524,0.00761904761904762,0.0295238095238095,0.019047619047619,0.0438095238095238,0.0447619047619048,0.0247619047619048,0.00761904761904762,0.0228571428571429,0.0171428571428571,0.0361904761904762,0.0714285714285714,0.0180952380952381,0.0180952380952381,0.0123809523809524,0.0114285714285714
1595605,自营 联想 黄金斗士S8畅玩（A5860）16GB 酷炫黑 移动4G手机 双卡双待,799,联想（Lenovo）,5.5,200,800,0,1,0,3316,3032,166,118,1595605,21.2710027100271,0.0447154471544715,0.0284552845528455,0.013550135501355,0.002710027100271,0.0040650406504065,0.00813008130081301,0.00542005420054201,0.018970189701897,0.0230352303523035,0.035230352303523,0.0284552845528455,0.016260162601626,0.016260162601626,0.002710027100271,0.010840108401084,0.00677506775067751,0.035230352303523,0.0121951219512195,0.018970189701897,0.0203252032520325,0.0311653116531165
2028159,自营 联想(Lenovo) P1 16G 骑士银 移动联通4G手机,939,联想（Lenovo）,5.5,500,1300,1,1,0,3455,3227,122,106,2028159,30.7254464285714,0.0625,0.0245535714285714,0.0245535714285714,0.00892857142857143,0.0267857142857143,0.00669642857142857,0.00446428571428571,0.138392857142857,0.0535714285714286,0.0513392857142857,0.0357142857142857,0.0357142857142857,0.0267857142857143,0.0223214285714286,0.0714285714285714,0.015625,0.0513392857142857,0.0111607142857143,0.0245535714285714,0.00669642857142857,0.0223214285714286
2076459,自营 联想(Lenovo) P1 16G 伯爵金 移动联通电信4G手机,999,联想（Lenovo）,5.5,500,1300,1,1,0,3456,3228,122,106,2076459,28.6423658872077,0.0687757909215956,0.0220082530949106,0.0261348005502063,0.00687757909215956,0.0178817056396149,0.00550206327372765,0.00412654745529574,0.147180192572215,0.0550206327372765,0.0563961485557084,0.0288858321870702,0.0371389270976616,0.0288858321870702,0.0220082530949106,0.0729023383768913,0.0178817056396149,0.0495185694635488,0.00687757909215956,0.0206327372764787,0.00687757909215956,0.0220082530949106
2140244,自营 联想 乐檬 X3（X3c50） 32G 珠峰白 移动联通4G手机 双卡双待,1399,联想（Lenovo）,5.5,800,2100,1,1,0,13502,12829,384,289,2140244,47.995599559956,0.0308030803080308,0.0231023102310231,0.0077007700770077,0.0187018701870187,0.0319031903190319,0.0242024202420242,0.0055005500550055,0.033003300330033,0.0979097909790979,0.0451045104510451,0.0363036303630363,0.0484048404840484,0.033003300330033,0.0143014301430143,0.0407040704070407,0.0396039603960396,0.117711771177118,0.0495049504950495,0.0143014301430143,0.0176017601760176,0.0297029702970297
2145111,自营 【预售】联想 乐檬 X3（X3c50） 双4G版手机 乐檬VR眼镜 Hi-Fi耳机,2499,联想（Lenovo）,5.5,800,2100,1,1,0,112,101,3,8,2145111,87.8857142857143,0.0761904761904762,0.0476190476190476,0.0238095238095238,0.0619047619047619,0.180952380952381,0.019047619047619,0,0.0761904761904762,0.114285714285714,0.00952380952380952,0.0285714285714286,0.114285714285714,0.0952380952380952,0.00952380952380952,0.0476190476190476,0.114285714285714,0.1,0.428571428571429,0.0380952380952381,0.019047619047619,0.0285714285714286
2250255,自营 联想 乐檬3 （K32C36）16GB 金色 移动4G手机 双卡双待,699,联想（Lenovo）,5,500,1300,0,1,0,55015,51553,2149,1313,2250255,26.0354838709677,0.0333333333333333,0.0311827956989247,0.0311827956989247,0.00752688172043011,0.0258064516129032,0.00860215053763441,0.0032258064516129,0.043010752688172,0.0204301075268817,0.0440860215053763,0.0537634408602151,0.0150537634408602,0.0118279569892473,0.0150537634408602,0.0225806451612903,0.0290322580645161,0.0344086021505376,0.0150537634408602,0.0268817204301075,0.0118279569892473,0.00752688172043011
3423304,自营 联想（Lenovo）乐檬 K5 Note (K52t38）2G+16G 酷炫银 移动4G手机 双卡双待,699,联想（Lenovo）,5.5,800,1300,1,1,0,2038,1944,56,38,3423304,21.7699386503067,0.0843558282208589,0.053680981595092,0.0368098159509202,0.00920245398773006,0.00920245398773006,0.00306748466257669,0.00306748466257669,0.0245398773006135,0.0214723926380368,0.0828220858895705,0.0782208588957055,0.0276073619631902,0.0138036809815951,0.0199386503067485,0.0153374233128834,0.0230061349693252,0.0306748466257669,0.00920245398773006,0.00920245398773006,0.00460122699386503,0.00920245398773006
3513173,自营 【新品】联想 乐檬K10(K10e70) 典雅黑 2GB+16GB 双卡双待,549,联想（Lenovo）,5,200,800,0,1,0,8521,7867,364,290,3513173,26.9801324503311,0.0596026490066225,0.0275938189845475,0.0187637969094923,0.0165562913907285,0.00662251655629139,0.0198675496688742,0.0033112582781457,0.0342163355408389,0.0198675496688742,0.0474613686534216,0.0584988962472406,0.0231788079470199,0.0198675496688742,0.0165562913907285,0.0121412803532009,0.0176600441501104,0.0397350993377483,0.0187637969094923,0.033112582781457,0.0198675496688742,0.0121412803532009
3613977,自营 联想 （Lenovo）P2 (P2c72）4G+64G 伯爵金 移动联通电信 全网通 双卡双待,2499,联想（Lenovo）,5.5,500,1300,1,1,0,9,9,0,0,3613977,91.4285714285714,0.142857142857143,0,0,0,0,0,0,0,0.285714285714286,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0,0,0.142857142857143,0,0.142857142857143
3613997,自营 联想 （Lenovo）P2 (P2c72）4G+64G 深空灰 移动联通电信 全网通 双卡双待,2499,联想（Lenovo）,5.5,500,1300,1,1,0,9,9,0,0,3613997,91.4285714285714,0.142857142857143,0,0,0,0,0,0,0,0.285714285714286,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0,0,0.142857142857143,0,0.142857142857143
3944102,自营 【新品】联想乐檬K10(K10e70) 融雪白 2GB+16GB双卡双待,549,联想（Lenovo）,5,800,800,0,1,0,8521,7867,364,290,3944102,26.5369978858351,0.0549682875264271,0.0264270613107822,0.0179704016913319,0.0158562367864693,0.00634249471458774,0.0190274841437632,0.00317124735729387,0.03276955602537,0.0211416490486258,0.0496828752642706,0.0560253699788584,0.0243128964059197,0.0211416490486258,0.0158562367864693,0.0116279069767442,0.0169133192389006,0.0380549682875264,0.0179704016913319,0.0317124735729387,0.0190274841437632,0.0116279069767442
10395217332,美图(Meitu)M6手机 全网通 4G手机 月光白 标配版 (3G RAM+64G ROM),3199,美图（Meitu）,5,2100,2100,1,1,1,36,31,1,4,10395217332,21.0757575757576,0,0,0,0,0.0606060606060606,0.0151515151515152,0,0,0.0303030303030303,0,0,0,0,0.0303030303030303,0,0,0,0,0.0151515151515152,0.0151515151515152,0
10399045323,美图M6 手机 月光白 全网通4G(3G RAM+64G ROM)标配A,3299,美图（Meitu）,5,2100,2100,1,1,1,694,655,15,24,10399045323,24.4204379562044,0.0291970802919708,0.0554744525547445,0,0.0102189781021898,0.0291970802919708,0.00875912408759124,0,0.00583941605839416,0.0102189781021898,0,0.0131386861313869,0.0175182481751825,0.0394160583941606,0.00291970802919708,0.0072992700729927,0.00583941605839416,0.0116788321167883,0.0102189781021898,0.00291970802919708,0.0102189781021898,0.0072992700729927
10399684460,美图 美图M6 全网通4G美颜自拍手机 樱花粉,3059,美图（Meitu）,5,2100,2100,1,1,1,345,319,12,14,10399684460,28.5260586319218,0.0521172638436482,0.0439739413680782,0,0.0162866449511401,0.0358306188925081,0,0.00325732899022801,0.00977198697068404,0.0195439739413681,0.0390879478827362,0.0146579804560261,0.0195439739413681,0.0325732899022801,0.0195439739413681,0.0146579804560261,0.00814332247557003,0.0146579804560261,0.0179153094462541,0.00977198697068404,0.0130293159609121,0.00651465798045603
10402906439,美图(Meitu) V4S 4G手机 蔷薇粉 移动联通(3G RAM+128G ROM) 标配,4999,美图（Meitu）,5,2100,2100,0,1,0,114,107,3,4,10402906439,21.2303921568627,0.0392156862745098,0.0588235294117647,0.0196078431372549,0.0196078431372549,0.00980392156862745,0.00980392156862745,0,0,0,0.00980392156862745,0.0294117647058824,0.0196078431372549,0,0.00980392156862745,0.00980392156862745,0.00490196078431373,0.0196078431372549,0.0245098039215686,0,0.0294117647058824,0.0196078431372549
10412069591,京东配送 京东配送美图(Meitu) 美图M6 全网通4G(3G运行+64G机身内存) 美颜自拍手机 Hello Kitty特别版 樱花粉,3299,美图（Meitu）,5,2100,2100,1,1,0,2561,2449,44,68,10412069591,21.1560773480663,0.0248618784530387,0.0400552486187845,0.0179558011049724,0.00966850828729282,0.0138121546961326,0.00552486187845304,0.00138121546961326,0.0069060773480663,0.00828729281767956,0.00276243093922652,0.0110497237569061,0.0179558011049724,0.0276243093922652,0.00966850828729282,0.0110497237569061,0.00414364640883978,0.00552486187845304,0.0262430939226519,0.00138121546961326,0.0151933701657459,0.00552486187845304
10415140494,美图M6 手机 樱花粉 全网通 (3G RAM+64G ROM) 标配,3149,美图（Meitu）,5,2100,2100,1,1,1,591,555,19,17,10415140494,22.3044140030441,0.0441400304414003,0.0426179604261796,0.0091324200913242,0.0167427701674277,0.0289193302891933,0.0076103500761035,0.0015220700152207,0.0030441400304414,0.0076103500761035,0.0030441400304414,0.0121765601217656,0.0182648401826484,0.0213089802130898,0.0060882800608828,0.0091324200913242,0.0030441400304414,0,0.0289193302891933,0.0076103500761035,0.0045662100456621,0.0060882800608828
10416687137,美图(Meitu) M6 全网通4G手机 樱花粉,3049,美图（Meitu）,5,2100,2100,1,1,0,1217,1142,26,49,10416687137,22.7681755829904,0.0233196159122085,0.0507544581618656,0,0.0123456790123457,0.0219478737997256,0.0109739368998628,0.00685871056241427,0.00823045267489712,0.0137174211248285,0,0.00548696844993141,0.0192043895747599,0.0329218106995885,0.00548696844993141,0.00274348422496571,0.00548696844993141,0.0164609053497942,0.0315500685871056,0.00137174211248285,0.00274348422496571,0.0150891632373114
10419930777,美图(Meitu) V4S 4G手机 白色 移动联通(3G RAM+128G ROM) 标配,4999,美图（Meitu）,5,2100,2100,0,1,0,8,8,0,0,10419930777,9.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10426625323,美图V4S 手机 极光白 双4G (3G RAM+128G ROM) 标配,4999,美图（Meitu）,5,2100,2100,2,1,0,65,58,1,6,10426625323,18.0833333333333,0.05,0.0333333333333333,0,0.0166666666666667,0,0.00833333333333333,0,0.0333333333333333,0,0,0.0916666666666667,0.0166666666666667,0,0.0166666666666667,0,0,0.00833333333333333,0,0,0,0.0166666666666667
10435654615,美图 M6 全网通手机 樱花粉,3299,美图（Meitu）,5,2100,2100,1,1,0,21,20,0,1,10435654615,19.0487804878049,0.0487804878048781,0.0975609756097561,0,0,0,0,0,0,0,0.0487804878048781,0.0487804878048781,0.0487804878048781,0,0,0,0,0,0.0487804878048781,0,0,0.0975609756097561
10466151634,美图 (Meitu) 美图M6 美颜自拍手机 樱花粉 全网通4G(3G RAM+64G ROM),3048,美图（Meitu）,5,2100,2100,1,1,0,207,197,6,4,10466151634,19.4613333333333,0.0213333333333333,0.032,0.00533333333333333,0.0213333333333333,0.00266666666666667,0,0.00533333333333333,0.00533333333333333,0.016,0.0266666666666667,0.0213333333333333,0.0373333333333333,0.0266666666666667,0.016,0.0106666666666667,0,0.00533333333333333,0.00533333333333333,0,0.016,0.016
10499411328,美图(Meitu) 美图M6 全网通 美颜自拍手机 Hello Kitty特别版 樱花粉 全网通(3G RAM+64G ROM)标准,3299,美图（Meitu）,5,2100,2100,1,1,0,79,79,0,0,10499411328,18.7260273972603,0.0273972602739726,0.0547945205479452,0.0136986301369863,0.0684931506849315,0,0,0.0136986301369863,0,0,0,0,0.0136986301369863,0.0273972602739726,0,0,0.0136986301369863,0,0.0136986301369863,0,0.0136986301369863,0
10528721771,京东配送 美图(Meitu) 美图V4S 美图V4升级版 移动/联通双4G 美颜自拍手机 雅致版蓝,5699,美图（Meitu）,5,2100,2100,0,1,0,88,84,1,3,10528721771,23.7818181818182,0.0484848484848485,0.0606060606060606,0.0121212121212121,0.0363636363636364,0.0242424242424242,0,0,0.0242424242424242,0.0363636363636364,0.0363636363636364,0.0121212121212121,0.0363636363636364,0.0484848484848485,0,0,0,0,0.0121212121212121,0,0.0242424242424242,0.0242424242424242
10541210582,美图(Meitu) 美图M6 全网通4G手机 月光白 Hello Kitty特别版 3G RAM+64G ROM 自拍手机,3249,美图（Meitu）,5,2100,2100,1,1,0,39,36,2,1,10541210582,24.71875,0.03125,0.03125,0,0,0.03125,0,0,0.03125,0,0.03125,0,0.03125,0,0,0,0,0,0,0,0,0
10574826759,美图M6 全网通4G 美颜 自拍手机 (3G RAM+64G ROM) 月光白,3288,美图（Meitu）,5,2100,2100,1,1,0,86,86,0,0,10574826759,19.7733333333333,0.0666666666666667,0.0533333333333333,0,0,0.0266666666666667,0,0,0,0,0,0.0266666666666667,0.0266666666666667,0.0533333333333333,0,0.0133333333333333,0,0,0.04,0.0133333333333333,0.0133333333333333,0.0133333333333333
10824400190,美图 Meitu M6 美颜自拍手机 樱花粉 全网通标准版(3G RAM+64G ROM),3049,美图（Meitu）,5,2100,2100,1,1,0,11,11,0,0,10824400190,19.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0,0
1326706,自营 摩托罗拉 moto x（x+1）(XT1085) 16GB 绿松蓝 移动联通电信4G手机,999,摩托罗拉（Motorola）,5.2,200,1300,0,1,0,23538,21575,1122,841,1326706,31.7747252747253,0.0505494505494506,0.0164835164835165,0.0230769230769231,0.0274725274725275,0.0186813186813187,0.0263736263736264,0.010989010989011,0.0802197802197802,0.0571428571428571,0.0395604395604396,0.0659340659340659,0.0406593406593407,0.0186813186813187,0.010989010989011,0.0725274725274725,0.0010989010989011,0.0802197802197802,0.0043956043956044,0.00659340659340659,0.00549450549450549,0.0208791208791209
1326950,自营 摩托罗拉 moto x（x+1）(XT1085) 32GB 黑檀木 移动联通电信4G手机,1699,摩托罗拉（Motorola）,5.2,200,1300,0,1,0,5437,4993,248,196,1326950,34.3370098039216,0.0343137254901961,0.0122549019607843,0.00857843137254902,0.0147058823529412,0.0281862745098039,0.0183823529411765,0.00367647058823529,0.105392156862745,0.0894607843137255,0.00857843137254902,0.0502450980392157,0.053921568627451,0.0257352941176471,0.0110294117647059,0.0661764705882353,0.00980392156862745,0.071078431372549,0.00122549019607843,0.00857843137254902,0.00612745098039216,0.00980392156862745
1326953,自营 摩托罗拉 moto x（x+1）(XT1085) 32GB 天然竹 移动联通电信4G手机,1499,摩托罗拉（Motorola）,5.2,200,1300,0,1,0,8852,8008,447,397,1326953,36.4322580645161,0.0376344086021505,0.0182795698924731,0.00645161290322581,0.010752688172043,0.0268817204301075,0.0268817204301075,0.00860215053763441,0.0924731182795699,0.0774193548387097,0.0172043010752688,0.0376344086021505,0.0548387096774194,0.0290322580645161,0.0268817204301075,0.0860215053763441,0.010752688172043,0.0763440860215054,0.00752688172043011,0.010752688172043,0.0182795698924731,0.00967741935483871
