证券代码,证券简称,GICS行业名称,证监会行业名称,省份,专利数量,研发人员占比(%),研发费用总额(元),研发费用总额-占资产比(%),研发费用总额-占营业收入比(%),研发费用总额-占营业总成本比(%),研发项目个数,营业收入增长率(%),营业总收入增长率(%),营业利润增长率(%),净资产收益率ROE(摊薄)(%),净资产收益率ROE(加权)(%),净资产收益率ROE(扣除)(%),总资产报酬率(ROA)(%),资产总计(元),资产负债率(%),Z指数,Q_2021,Q_2022,log_Q_2021,log_Q_2022,log_Asset,score
2436,兴森科技,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,广东,74,11.62,289407401.9,3.4859,5.74,6.6068,6,0.2492,0.2492,0.0919,16.5185,17.6268,16.5185,8.907,8302218319,48.3768,3.648888889,2.29468,2.038007,0.8305934,0.71197237,22.83978858,0.001912315
2438,江苏神通,机械制造,通用设备制造业,江苏,77,17.43,79718404.02,1.8176,4.17,4.9496,9,0.2045,0.2045,0.2162,10.6042,11.1344,10.6042,7.0271,4386000159,45.5176,1.590271282,2.075415,1.933447,0.730161134,0.65930442,22.20168352,0.000233365
2439,启明星辰,信息技术服务,互联网和相关服务,北京,11,37.41,851119257.2,9.5242,19.41,23.0871,29,0.2027,0.2027,0.0373,12.8174,13.5611,12.8174,10.5455,8936371869,24.6035,1.476942514,3.327239,2.167211,1.202142831,0.773441087,22.91339551,0.000286178
2444,巨星科技,家庭耐用消费品,金属制品业,浙江,242,9.07,309763366.2,1.7898,2.84,3.1397,100,0.278,0.278,-0.0891,11.9824,13.0759,11.9824,8.7726,17307154887,37.5213,5.886792453,3.064617,1.432953,1.119922602,0.35973735,23.57438583,0.000296864
2453,华软科技,化学制品,软件和信息技术服务业,江苏,0,10.42,37023258.49,1.0806,0.94,0.9548,6,0.4391,0.4391,-6.7614,-11.3806,-12.6903,-11.3806,-5.053,3426327314,38.2646,3.434827946,1.597265,3.327607,0.468292792,1.202253427,21.95475477,0.000330033
2459,晶澳科技,机械制造,电气机械和器材制造业,河北,0,6.8,2717555327,4.7704,6.58,7.0314,0,0.598,0.598,0.3555,12.3596,13.0889,12.3596,5.1045,56967447397,70.6543,5.666289593,1.184177,1.800936,0.169048019,0.58830653,24.76574584,0.004431682
2461,珠江啤酒,饮料,酒、饮料和精制茶制造业,广东,6,14.06,182038780.8,1.3467,4.01,4.6614,2,0.0679,0.0679,0.0271,6.5848,6.714,6.5848,5.6826,13517864266,30.8759,1.066355452,2.068031,1.564153,0.726596947,0.447344463,23.32727793,0.000352113
2463,沪电股份,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,江苏,11,12.87,410855748,3.5271,5.54,6.6566,10,-0.0055,-0.0055,-0.1807,14.7008,15.7355,14.7008,10.4591,11648660084,37.8956,1.525291829,3.161667,2.461811,1.15109942,0.900897258,23.178457,0.000480769
2466,天齐锂业,金属与采矿,有色金属冶炼和压延加工业,四川,0,1.86,18826375.57,0.0426,0.25,0.3614,0,1.3656,1.3656,4.902,16.2904,23.1403,16.2904,12.2993,44165325659,58.9006,6.060215054,2.131057,3.08668,0.756618101,1.12709608,24.51120583,0.109598214
2472,双环传动,汽车零配件,通用设备制造业,浙江,6,10.16,213852365.9,2.177,3.97,4.2695,10,0.4713,0.4713,3.4115,6.6954,7.7289,6.6954,5.0708,9823470715,49.1775,1.391696751,1.192243,1.874965,0.175836407,0.628589993,23.00804033,0.001448937
2475,立讯精密,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,广东,47,7.06,6642300403,5.509,4.31,4.5195,16,0.6643,0.6643,0,20.0363,22.3079,20.0363,7.2979,1.21E+11,62.0288,4.598809524,3.206574,2.403192,1.165203077,0.876797854,25.51551374,0.00027572
2483,润邦股份,机械制造,通用设备制造业,江苏,1,13.53,160081771.8,1.9763,4.16,4.6442,16,0.0642,0.0642,0.8703,8.2238,8.5239,8.2238,5.9093,8099961198,46.4967,3.76,1.041861,1.277051,0.041008537,0.244553514,22.81512511,0.000253248
2484,江海股份,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,江苏,35,12.54,196989942.6,3.5349,5.55,6.397,1,0.3471,0.3471,0.3262,10.1129,10.6079,10.1129,9.1245,5572767243,22.2093,3.917293233,2.396787,3.175647,0.87412909,1.155511391,22.44115758,0.001566444
2493,荣盛石化,化学制品,化学纤维制造业,浙江,2,14.35,3915264381,1.1612,2.21,2.6712,38,0.6503,0.6503,0.8731,26.2569,29.8899,26.2569,10.3352,3.37E+11,71.7527,9.678740158,1.335992,1.11763,0.289674087,0.111210372,26.54387458,0.005623911
2497,雅化集团,化学制品,化学原料和化学制品制造业,四川,0,15.1,109503471,1.207,2.09,2.715,14,0.6126,0.6126,1.6751,14.7061,16.2895,14.7061,12.7906,9071996858,25.8701,4.553435115,2.577916,3.107377,0.946981321,1.133778962,22.92845824,0.000279039
2507,涪陵榨菜,食品,食品制造业,重庆,4,0.75,25048459.58,0.3233,0.99,1.4747,0,0.1082,0.1082,-0.0448,10.3524,14.0277,10.3524,11.2753,7748704935,7.5065,7.152129817,7.871661,3.611383,2.063269095,1.284090801,22.77079156,0.136290508
2508,老板电器,家庭耐用消费品,电气机械和器材制造业,浙江,798,17.95,366026666.3,2.6321,3.61,4.5982,16,0.2484,0.2484,-0.2133,15.4365,15.97,15.4365,11.0916,13906035181,36.9622,4.943283582,3.031401,2.314049,1.109024889,0.838998804,23.35558877,0.010015383
2511,中顺洁柔,纸类与林业产品,造纸和纸制品业,广东,56,5.81,211964212.2,2.8174,2.32,2.5052,5,0.1695,0.1695,-0.3879,11.8505,11.6854,11.8505,8.8971,7523281974,34.7785,1.409852217,4.827154,2.433326,1.57425706,0.889259046,22.74126831,0.000953844
2531,天顺风能,电气设备,电气机械和器材制造业,江苏,0,9.2,350424647.1,2.232,4.29,5.0097,10,0.0142,0.0089,0.1416,16.8396,18.1165,16.8396,11.0361,15700335765,50.001,1.420569773,1.57266,1.992277,0.452768453,0.689278206,23.47694794,0.000292571
2532,天山铝业,机械制造,通用设备制造业,浙江,4,6.59,519021416.9,0.9705,1.81,2.1648,12,0.0468,0.0468,1.0669,18.0237,18.8993,18.0237,11.166,53481873156,60.2318,2.320330969,1.026473,1.065025,0.026128654,0.062998273,24.70260861,0.000239342
2533,金杯电工,机械制造,电气机械和器材制造业,湖南,3,19.35,434823946.8,5.8906,3.39,3.5143,3,0.646,0.646,0.4944,9.5395,9.7542,9.5395,6.4255,7381710681,49.2723,1.91809291,1.053853,1.137357,0.052452972,0.12870715,22.72227125,0.000306748
2539,云图控股,化学制品,化学原料和化学制品制造业,四川,31,10.97,205714940.5,1.5154,1.38,1.532,17,0.6274,0.6274,1.3449,27.4783,31.0851,27.4783,12.4248,13574891748,66.3947,2.905803996,1.321328,1.400699,0.278637291,0.336971398,23.33148773,0.049706416
2541,鸿路钢构,建筑材料,金属制品业,安徽,1,6.52,582951066.9,2.9779,2.99,3.1762,0,0.4508,0.4508,0.4733,15.8183,17.3618,15.8183,8.553,19576162146,62.859,3.419981499,1.82792,1.55303,0.603178708,0.440207861,23.69757845,0.032296339
2549,凯美特气,化学制品,生态保护和环境治理业,湖南,4,22.7,42898549.86,2.5646,6.43,7.6312,7,0.2868,0.2868,0.679,12.7663,13.44,12.7663,9.4207,1672733666,34.9159,3.346184739,3.78448,5.786241,1.330908493,1.755482858,21.23772505,0.00031754
2555,三七互娱,汽车零配件,互联网和相关服务,安徽,0,48.97,1250238810,8.6599,7.71,9.4093,7,0.1262,0.1262,0.0015,26.6907,34.2104,26.6907,22.6861,14437181243,24.796,1.31283906,2.921634,2.836184,1.072143049,1.042459487,23.39307275,0.003536117
2557,洽洽食品,食品,农副食品加工业,安徽,54,0.95,45085491.93,0.5585,0.75,0.8999,5,0.1315,0.1315,0.1133,19.3696,20.633,19.3696,14.6687,8072221913,40.5847,2.173665112,3.823488,3.934958,1.341163095,1.369900208,22.81169461,0.006464108
2559,亚威股份,机械制造,通用设备制造业,江苏,69,18.07,122861925.8,2.9576,6.15,6.616,8,0.22,0.22,-0.3058,7.2997,7.438,7.2997,3.0366,4154067641,50.9796,1.91025641,1.250126,1.337586,0.223244346,0.290866497,22.14735385,0.000243902
2563,森马服饰,家庭耐用消费品,纺织服装、服饰业,浙江,111,26.83,317090319.3,1.6033,2.06,2.4038,3,0.0141,0.0141,0.7457,12.7448,12.8497,12.7448,9.8234,19777562288,40.9242,1.202398801,1.602986,1.236907,0.47186814,0.212613909,23.70781391,0.005214707
2567,唐人神,食品,农副食品加工业,湖南,4,6.91,263457416.8,1.8114,1.21,1.1891,6,0.1744,0.1736,-1.9384,-20.8174,-21.1527,-20.8174,-6.6638,14544621352,57.8772,1.434194342,1.133394,1.432698,0.125216671,0.35955938,23.4004871,0.0004329
2568,百润股份,化学制品,酒、饮料和精制茶制造业,上海,4,6.82,73114267.35,1.2963,2.82,4.0657,2,0.3466,0.3466,0.2471,17.5707,19.0112,17.5707,15.1323,5640316701,32.7834,6.847972973,9.529545,3.780508,2.254396973,1.329858392,22.45320605,0.010397382
2572,索菲亚,家庭耐用消费品,家具制造业,广东,32,8.84,289895891.9,2.3327,2.79,3.1708,6,0.2459,0.2459,-0.707,2.1731,2.084,2.1731,4.2957,12427538657,52.2335,1.05615662,2.465535,1.666457,0.902408822,0.510699816,23.24318071,0.026083948
2573,清新环境,机械制造,生态保护和环境治理业,北京,45,3.35,187770492.7,0.8698,2.73,2.9725,0,0.6687,0.6687,3.7928,9.3316,10.5623,9.3316,4.9928,21586748893,68.0531,2.770384866,1.101542,1.115301,0.096711016,0.109124324,23.79534549,0.000321543
2579,中京电子,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,广东,0,11.95,145053214.4,2.2266,4.93,5.1902,4,0.2587,0.2587,-0.1667,5.1925,5.3556,5.1925,2.9877,6514616698,56.233,1.774038462,1.436908,1.259666,0.362493583,0.230846606,22.59731421,0.011830615
2583,海能达,通信设备,计算机、通信和其他电子设备制造业,广东,196,40.32,1032104762,7.9799,18.05,16.3757,1,-0.0639,-0.0639,-27.7617,-11.8164,-11.1599,-11.8164,-3.7926,12933859856,55.4677,4.157946693,1.166473,1.193615,0.153984666,0.176986517,23.2831145,0.020149254
2587,奥拓电子,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,广东,54,26.4,89099116.87,3.964,9.23,9.2963,0,0.1785,0.1785,1.1621,2.4475,2.4642,2.4475,1.3386,2247699606,38.1291,5.938914027,1.425523,1.568078,0.354538764,0.449850666,21.53317313,0.000251889
2594,比亚迪,汽车零配件,汽车制造业,广东,2489,14.01,10626587000,3.5927,4.92,4.9983,7,0.3802,0.3802,-0.3463,3.2031,4.0083,3.2031,2.1724,2.96E+11,64.7562,1.698979592,1.683128,1.705274,0.520653967,0.533725802,26.41288227,0.011278378
2595,豪迈科技,汽车零配件,专用设备制造业,山东,91,9.56,259418025.2,3.394,4.32,5.3125,0,0.1348,0.1348,0.0204,16.1909,17.1602,16.1909,15.8559,7643538458,14.8224,2.234421365,2.585519,1.769813,0.949926262,0.570873891,22.75712648,0.000204082
2597,金禾实业,化学制品,食品制造业,安徽,165,11.68,182871407.5,2.0669,3.13,3.9275,5,0.5944,0.5944,0.6495,20.153,21.825,20.153,16.0413,8847824127,33.9824,14.40645161,3.285213,2.701152,1.18943149,0.993678349,22.9034374,0.002379352
2599,盛通股份,商业服务与商业用品,印刷和记录媒介复制业,北京,18,6.31,41876617.74,1.606,1.74,1.8006,0,0.1788,0.1788,1.2613,4.8403,4.8611,4.8403,4.1337,2607583027,46.2403,1.987878788,1.188042,1.427693,0.172306574,0.356059855,21.68168959,0.000352113
2602,世纪华通,汽车零配件,软件和信息技术服务业,浙江,0,54.68,1966333275,4.8381,14.12,14.4989,0,-0.0703,-0.0703,-0.0563,7.4857,7.7556,7.4857,9.0548,40642561548,20.8863,1.028,1.341249,1.251001,0.293601269,0.223944031,24.42808167,0.000161812
2603,以岭药业,制药,医药制造业,河北,105,13.12,837931419.9,6.4932,8.28,9.7892,8,0.1519,0.1519,0.0911,14.8179,14.9414,14.8179,12.3031,12904842340,29.6995,1.515136953,2.211848,3.759564,0.793828365,1.324302993,23.28086845,0.049148356
2605,姚记科技,综合消费者服务,互联网和相关服务,上海,8,35.37,218660148.8,5.495,5.74,6.7177,0,0.4861,0.4861,-0.5184,23.4356,25.4523,23.4356,16.4756,3979230459,38.333,1.324468085,2.449948,1.977439,0.8960668,0.681802573,22.10435429,0.002769511
2607,中公教育,多元化零售,教育,安徽,0,6.78,901469538.6,8.7477,13.04,9.1586,7,-0.383,-0.383,-2.0467,-125.4493,-76.8829,-125.4493,-24.2056,10305183526,81.6715,2.253950954,3.75009,2.047034,1.32177984,0.716391916,23.05591286,0.007201764
2609,捷顺科技,软件,软件和信息技术服务业,广东,81,22.63,153459798.5,4.3001,10.2,11.5293,3,0.0975,0.0975,0.0515,6.9135,7.0944,6.9135,5.3098,3568723711,31.7795,2.148773006,1.824052,1.726042,0.6010604,0.545830926,21.99547386,0.060201257
2612,朗姿股份,纺织品、服装与奢侈品,纺织服装、服饰业,北京,12,6.92,112549448.8,1.6429,3.07,3.2017,21,0.2742,0.2742,0.2728,6.3407,6.3356,6.3407,3.6332,6850751363,47.1766,7.073964497,2.290719,1.608163,0.828865742,0.475092534,22.64762417,0.045307808
2614,奥佳华,家庭耐用消费品,电气机械和器材制造业,福建,116,8.62,289420453.6,3.1238,3.65,3.7762,8,0.1245,0.1245,0.0262,9.4922,9.8572,9.4922,6.2753,9264966122,45.0624,1.135241302,1.448234,1.070284,0.370344883,0.067924034,22.94950604,0.000295858
2623,亚玛顿,家庭耐用消费品,非金属矿物制品业,江苏,78,12.28,70249532.84,1.4358,3.46,3.4411,6,0.1271,0.1271,-0.6228,1.6478,1.9208,1.6478,1.6898,4892850180,32.7216,3.450560652,1.744795,1.421317,0.55663707,0.351583907,22.31104083,0.000252727
2624,完美世界,媒体,互联网和相关服务,浙江,0,67.84,2396784904,14.066,28.14,28.6513,0,-0.1669,-0.1669,-0.9082,3.5875,3.4949,3.5875,1.8928,17039505937,38.3526,3.293888166,2.482574,1.767516,0.909295925,0.569575171,23.55880036,0.010992313
2636,金安国纪,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,上海,0,16.99,243879844.6,3.5524,4.14,4.8279,10,0.6333,0.6333,2.4579,19.7539,21.7691,19.7539,11.5378,6865206224,46.6202,1.552826511,1.828243,1.612493,0.603355396,0.477781429,22.64973192,0.000377358
2643,万润股份,化学制品,化学原料和化学制品制造业,山东,43,14.84,294327931.1,3.7372,6.75,8.2414,5,0.4936,0.4936,0.2139,11.163,11.6296,11.163,9.9857,7875710805,23.4471,4.106918239,2.482323,2.159139,0.909194815,0.769709531,22.78704928,0.023991726
2648,卫星化学,化学制品,化学原料和化学制品制造业,浙江,3,23.85,1090819158,2.2402,3.82,5.0137,0,1.6509,1.6509,2.6467,31.0211,36.4107,31.0211,15.506,48692432963,60.1961,2.971649485,1.743234,1.914866,0.555742009,0.649647646,24.60878947,0.000345136
2651,利君股份,机械制造,专用设备制造业,四川,27,11.4,44115084.73,1.4226,4.6,5.949,9,0.171,0.171,0.0511,8.4318,8.4375,8.4318,7.5752,3100916031,23.092,1.153352354,2.371086,1.989514,0.863348078,0.687890388,21.8549634,0.000258398
2675,东诚药业,制药,医药制造业,山东,9,11,168571661.7,2.2017,4.31,5.0327,6,0.1442,0.1442,-0.414,3.4466,3.419,3.4466,5.3884,7656281228,34.3837,1.543111992,2.151012,1.617425,0.765938429,0.480835378,22.75879222,0.0002849
2677,浙江美大,家庭耐用消费品,电气机械和器材制造业,浙江,23,11.45,68391323.07,2.9033,3.16,4.776,4,0.2219,0.2219,0.2195,34.0821,36.3816,34.0821,32.8587,2355604290,17.2085,1.010004764,3.990158,2.787354,1.383830829,1.025092759,21.58006313,0.000316401
2690,美亚光电,电气设备,专用设备制造业,安徽,92,40.87,123433231.6,3.7949,6.81,9.2762,7,0.2118,0.2118,0.1422,20.4006,21.2901,20.4006,18.2471,3252645512,22.9778,4.366045845,5.502854,3.397929,1.705266867,1.223166128,21.90273451,0.008463598
2695,煌上煌,酒店、餐馆与休闲,农副食品加工业,江西,6,5.79,65164461.89,2.1573,2.79,2.9742,10,-0.0401,-0.0401,-0.4671,6.2108,6.086,6.2108,6.4001,3020703367,21.3268,2.983011583,3.58651,2.00338,1.277179585,0.694835754,21.82875554,0.018576997
2697,红旗连锁,多元化零售,零售业,四川,0,0,0,0,0,0,4,0.0329,0.0329,-0.0387,13.0657,13.5062,13.0657,8.1884,7525459819,51.0474,1.146666667,1.505423,1.295433,0.409073922,0.258845002,22.74155775,0.055119144
2701,奥瑞金,建筑产品,金属制品业,北京,31,10.31,50290738,0.3019,0.36,0.3885,0,0.3147,0.3147,0.1219,11.9741,12.7952,11.9741,9.3549,16651864068,53.4288,7.584551148,1.373058,1.243518,0.317040369,0.217944459,23.535788,0.000236407
2702,海欣食品,食品,农副食品加工业,福建,10,5.98,17582913.43,1.1817,1.13,1.1129,13,-0.0345,-0.0345,-1.3405,-4.4157,-4.2636,-4.4157,-1.8751,1487872948,46.3409,1.984059511,2.382722,2.088215,0.868243532,0.736309634,21.12061339,0.003089888
2705,新宝股份,电气设备,电气机械和器材制造业,广东,668,9.57,442041971.9,3.5008,2.96,3.1406,21,0.1305,0.1305,-0.2892,13.0282,13.0766,13.0282,7.9622,12626869972,51.2469,1.872694557,2.833122,1.599429,1.041379284,0.469646691,23.25909292,0.00703754
2707,众信旅游,综合消费者服务,商务服务业,北京,0,1.89,0,0,0,0,0,-0.5619,-0.551,0.6478,-142.1459,-79.4009,-142.1459,-22.415,2542002678,95.3087,1.650090416,2.245471,3.218913,0.808915299,1.169043725,21.65621806,0.000294944
2709,天赐材料,化学制品,化学原料和化学制品制造业,广东,35,9.45,378171883,2.7208,3.41,4.6476,9,1.6926,1.6926,3.216,30.8574,41.8942,30.8574,19.7252,13899180424,46.9763,4.204624278,5.163126,5.961572,1.64154221,1.785334205,23.35509571,0.003310149
2713,东易日盛,家庭耐用消费品,建筑装饰和其他建筑业,北京,26,13.76,178805688.7,4.8184,4.17,4.3293,1,0.2452,0.2452,-0.4822,7.9517,8.2811,7.9517,3.8012,3710902151,70.1002,10.8003992,1.663857,1.638906,0.509138401,0.494028946,22.03454085,0.000209205
2714,牧原股份,食品,畜牧业,河南,241,3.37,808149645.9,0.4559,1.02,1.1086,0,0.4018,0.4018,-0.748,12.702,13.1803,12.702,5.5449,1.77E+11,61.2987,3.04765565,2.415811,1.877018,0.882035049,0.629684347,25.90091591,0.001060108
2726,龙大美食,食品与主要用品零售,农副食品加工业,山东,3,0.9,8343348.93,0.1013,0.04,0.0422,0,-0.1905,-0.1905,-1.8796,-20.3587,-19.894,-20.3587,-9.595,8233177122,58.8189,3.736625514,1.714944,1.80543,0.539380427,0.590798791,22.83143782,0.00017301
2727,一心堂,食品与主要用品零售,零售业,云南,0,0,5390181.33,0.0376,0,0.0401,0,0.1526,0.1526,0.1634,14.0106,14.9327,14.0106,8.5981,14337349280,53.4604,2.332568807,2.189217,1.336899,0.783543946,0.290352753,23.38613381,0.000305162
2732,燕塘乳业,食品,食品制造业,广东,21,11.47,62740978.81,3.8191,3.16,3.4715,13,0.2124,0.2124,0.402,13.351,14.1545,13.351,11.4641,1642820236,26.7355,3.504704876,2.447858,2.241629,0.895213356,0.807202834,21.21968026,0.000303502
2738,中矿资源,石油、天然气与消费用燃料,有色金属冶炼和压延加工业,北京,3,9.27,57983524.57,0.9435,2.42,3.6071,11,0.8767,0.8767,2.653,13.7139,15.4278,13.7139,11.9324,6145368623,33.7567,2.268085106,1.630749,3.815271,0.489039418,1.339011698,22.53896457,0.000314679
2739,万达电影,媒体,广播、电视、电影和影视录音制作业,北京,0,1.38,84937956.96,0.2913,0.68,0.6848,10,0.984,0.984,1.0112,1.191,1.1153,1.191,2.9299,29159583437,68.8757,6.67768595,1.847228,1.583617,0.613686137,0.459711471,24.09604946,0.014578534
2741,光华科技,化学制品,化学原料和化学制品制造业,广东,11,17.61,121009592.1,3.9913,4.69,4.7481,4,0.2809,0.2809,0.7362,3.9459,4.3473,3.9459,3.0977,3031813594,47.8022,4.436018957,2.20189,2.519864,0.789316082,0.924204932,21.83242682,0.003900709
2743,富煌钢构,金属与采矿,金属制品业,安徽,69,6.75,200395640.7,1.9874,3.49,3.6692,0,0.4082,0.4082,0.2299,5.4425,5.5688,5.4425,3.046,10083181670,69.2245,5.911032029,1.011047,0.989232,0.010986428,-0.010826394,23.03413469,0.000242718
2745,木林森,通信设备,计算机、通信和其他电子设备制造业,广东,26,7.79,550147520.5,1.912,2.96,3.2434,134,0.071,0.071,1.0553,8.751,9.0156,8.751,6.4759,28772890646,53.7649,10.08552632,1.138081,1.086632,0.129343511,0.083083004,24.08269948,0.000362879
2747,埃斯顿,机械制造,仪器仪表制造业,江苏,12,27.53,281948166.5,4.0335,9.33,9.6127,4,0.2033,0.2033,0.092,4.7129,5.6388,4.7129,3.3244,6990104397,58.7798,1.350207087,3.966584,2.810662,1.377905271,1.033420043,22.66776133,0.000297619
2749,国光股份,化学制品,化学原料和化学制品制造业,四川,1,12.37,47692549.87,2.4147,3.51,4.3307,6,0.1711,0.1711,0.1647,14.6449,15.3764,14.6449,13.1364,1975128693,28.2964,3.938232162,2.215017,1.70048,0.795260078,0.530910564,21.40389939,0.000386115
2756,永兴材料,金属与采矿,黑色金属冶炼和压延加工业,浙江,13,19.23,223071530.3,3.5023,3.1,3.5273,12,0.4476,0.4476,2.1091,17.6142,19.5738,17.6142,15.9869,6369307876,19.6592,4.143179256,2.689235,4.710584,0.989256767,1.549811892,22.57475665,0.002355276
2765,蓝黛科技,汽车,汽车制造业,重庆,2,6.21,125888812.3,2.8787,4.01,4.3395,42,0.279,0.279,14.4308,10.2925,10.8571,10.2925,6.5997,4373075345,52.2647,5.538314176,1.136629,1.328747,0.128066864,0.284236393,22.19873234,0.007207842
2791,坚朗五金,金属与采矿,金属制品业,广东,60,8.98,310082574.8,3.1093,3.52,4.1046,8,0.3072,0.3072,0.1397,18.5514,20.2549,18.5514,11.3818,9972675837,49.5996,4.808483291,4.721866,2.623965,1.55220406,0.964686533,23.02311477,0.000337838
2801,微光股份,电气设备,电气机械和器材制造业,浙江,50,14.77,44412026.74,2.8033,4,5.0353,4,0.3927,0.3927,0.3054,19.0344,20.27,19.0344,18.7202,1584251561,15.6271,1.555906756,2.571404,2.170308,0.944452053,0.774869093,21.18337793,0.000383142
2803,吉宏股份,容器与包装,互联网和相关服务,福建,31,11.22,126000911,4.281,2.43,2.5474,26,0.174,0.174,-0.6197,12.1696,12.5983,12.1696,9.1882,2943285951,34.9229,2.21452514,3.362637,1.950995,1.212725488,0.668339499,21.80279246,0.000282878
2810,山东赫达,化学制品,化学原料和化学制品制造业,山东,0,12.44,70801391.52,2.6864,4.54,5.9579,21,0.1922,0.1922,0.2782,21.2845,23.952,21.2845,14.3124,2635527093,41.2551,3.444015444,6.917722,5.225727,1.934086525,1.653593927,21.69234903,0.00030399
2812,恩捷股份,汽车零配件,橡胶和塑料制品业,云南,5,6.87,409178730.3,1.5664,5.13,8.3648,18,0.8637,0.8637,1.443,19.6476,21.7979,19.6476,13.1719,26122184845,44.3489,1.056011949,3.848301,6.394007,1.347631752,1.855361145,23.98605078,0.014959887
2815,崇达技术,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,广东,0,15.09,262274212.9,3.0167,4.37,5.0384,6,0.3727,0.3727,0.412,12.1894,12.6735,12.1894,8.7768,8694154262,45.4055,9.009508716,1.378364,1.313592,0.320897289,0.27276537,22.88591671,0.000338983
2821,凯莱英,制药,医药制造业,天津,20,47.45,387478327.6,2.5566,8.35,10.8313,6,0.4728,0.4728,0.4596,8.4796,11.4947,8.4796,7.9229,15156297270,16.8002,4.805714286,9.058931,5.500293,2.203751122,1.704801364,23.44168194,0.011090834
2831,裕同科技,纸类与林业产品,造纸和纸制品业,广东,61,10.73,586458563.5,3.0921,3.95,4.2875,5,0.2597,0.2597,-0.1018,10.9837,11.4505,10.9837,7.2137,18709255952,48.8659,4.575786463,1.611676,1.44015,0.477274631,0.364747275,23.65228421,0.016596814
2832,比音勒芬,纺织品、服装与奢侈品,纺织服装、服饰业,广东,24,6.47,83388128.67,1.7148,3.07,4.2531,1,0.4038,0.4038,0.3194,19.2437,22.0598,19.2437,15.8833,4862956852,33.2421,11.00280112,2.339631,2.288844,0.849993225,0.828046887,22.3049125,0.000377358
2833,弘亚数控,机械制造,专用设备制造业,广东,9,15.1,98566531.32,2.8643,4.16,5.3492,0,0.4034,0.4034,0.4473,23.4822,26.3381,23.4822,18.1648,3441204263,32.9801,3.995841996,3.45439,1.750561,1.239645886,0.559936308,21.95908732,0.007612857
2835,同为股份,电脑与外围设备,计算机、通信和其他电子设备制造业,广东,3,30.22,143760176.6,12.0658,14.32,15.4479,5,0.2732,0.2732,0.2875,10.8855,11.4222,10.8855,7.7958,1191470575,30.3639,1.308554817,1.813542,1.9232,0.595281839,0.653990465,20.89845416,0.000205761
2847,盐津铺子,食品,食品制造业,湖南,15,4.97,55190164.55,2.6511,2.42,2.5228,7,0.1647,0.1647,-0.3895,17.2658,17.4073,17.2658,9.1997,2081817352,57.5558,2.311495674,7.578798,3.766088,2.025354612,1.326036797,21.45650708,0.006824376
2850,科达利,机械制造,金属制品业,广东,37,21.7,275231985.4,3.7567,6.16,7.2769,15,1.2506,1.2506,2.0371,11.8906,12.6782,11.8906,8.4688,7326485613,36.6551,3.152052239,2.073313,3.40027,0.729147811,1.22385484,22.71476179,0.001499761
2851,麦格米特,家庭耐用消费品,电气机械和器材制造业,广东,83,33.68,460674222.7,7.4147,11.09,11.9342,35,0.2308,0.2308,0.0154,12.3171,12.4904,12.3171,7.2885,6212967074,48.6288,2.100330761,2.905772,2.026287,1.066699104,0.706205054,22.54990441,0.034119775
2859,洁美科技,通信设备,计算机、通信和其他电子设备制造业,浙江,6,12.5,110697776.2,2.7407,5.95,7.7461,7,0.3058,0.3058,0.3337,18.2147,19.3297,18.2147,11.3927,4038967864,47.1307,21.63876652,4.234182,2.948873,1.443190157,1.081423063,22.11925502,0.00019386
2867,周大生,金属与采矿,其他制造业,广东,200,2.09,13715600.65,0.1955,0.15,0.1821,0,0.8007,0.8007,0.2061,21.1609,21.9212,21.1609,22.7598,7016112161,17.3726,7.727399166,3.962954,2.199915,1.376989707,0.788418723,22.67147508,0.085831055
2873,新天药业,制药,医药制造业,贵州,5,13.94,28889535.84,1.8951,2.98,3.3653,3,0.2915,0.2915,0.3562,11.2983,11.7069,11.2983,8.7411,1524426502,41.5883,8.02826087,1.715533,2.478811,0.53972382,0.90777901,21.14488411,0.000201207
2876,三利谱,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,广东,12,11.26,103255423.7,2.6694,4.48,5.3496,6,0.2094,0.2094,1.9013,15.9392,17.08,15.9392,10.5591,3868138285,44.3336,2.502645503,2.863132,1.775347,1.051916131,0.573995897,22.07603916,0.010092549
2881,美格智能,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,广东,7,85.02,228554744.8,15.2107,11.61,12.2141,12,0.7568,0.7568,5.8638,17.1401,18.5898,17.1401,8.1645,1502593646,53.9919,3.1987997,2.554294,3.140882,0.937775865,1.144503652,21.13045855,0.007157068
2886,沃特股份,化学制品,橡胶和塑料制品业,广东,6,19.63,75137963.13,3.5086,4.88,5.0237,7,0.3355,0.3355,-0.0933,5.4321,5.5663,5.4321,4.1277,2141535203,43.1137,1.03875,1.787394,2.158109,0.580758693,0.769232375,21.48478879,0.000328947
