证券代码,证券简称,GICS行业名称,证监会行业名称,省份,专利数量,研发人员占比(%),研发费用总额(元),研发费用总额-占资产比(%),研发费用总额-占营业收入比(%),研发费用总额-占营业总成本比(%),研发项目个数,营业收入增长率(%),营业总收入增长率(%),营业利润增长率(%),净资产收益率ROE(摊薄)(%),净资产收益率ROE(加权)(%),净资产收益率ROE(扣除)(%),总资产报酬率(ROA)(%),资产总计(元),资产负债率(%),Z指数,Q_2021,Q_2022,log_Q_2021,log_Q_2022,log_Asset,score
2,万科A,房地产管理和开发,房地产业,广东,0,0,0,0,0,0,0,0.0804,0.0804,-0.343,9.546,9.7832,9.546,3.0993,1.94E+12,79.7398,1.705810398,0.996975,0.926736,-0.003029585,-0.076086544,28.29300685,0.520371686
12,南玻A,建筑材料,非金属矿物制品业,广东,323,1.45,551196983,2.7644,4.04,5.1589,2,0.2772,0.2772,0.7366,13.3804,14.1326,13.3804,10.5633,19939364510,40.4872,3.935233161,1.215201,1.237551,0.194909495,0.213134427,23.71596173,0.011581921
21,深科技,电脑与外围设备,计算机、通信和其他电子设备制造业,广东,43,2.01,310326547.1,1.1473,1.88,1.9462,7,0.1016,0.1016,-0.0896,7.8745,8.8963,7.8745,4.5512,27048915811,57.5808,5.052708638,1.943666,1.214297,0.664575881,0.194165309,24.02091276,0.000285714
26,飞亚达,专营零售,零售业,广东,50,2.52,57802569.17,1.4062,1.1,1.2228,5,0.2357,0.2357,0.3589,12.8712,13.3435,12.8712,12.7838,4110579952,26.6957,21.01648352,1.727411,1.209139,0.546623756,0.189908536,22.13682996,0.003008239
28,国药一致,医疗保健设备与用品,批发业,广东,0,0,0,0,0,0,0,0.146,0.146,-0.0977,8.9543,9.2572,8.9543,5.2891,42783682432,57.876,22.24603175,0.987177,0.892264,-0.012905924,-0.113993226,24.47942262,0.0003003
31,大悦城,房地产管理和开发,房地产业,广东,0,0,14542972.36,0.0068,0.03,0.0394,0,0.1084,0.1084,-0.0653,0.5707,0.5782,0.5707,2.3957,2.13E+11,75.5127,2.464,0.936142,0.930819,-0.065988105,-0.071690435,26.08327598,0.441118421
34,神州数码,工业集团企业,批发业,广东,0,11.38,240321435.1,0.6161,0.2,0.1984,6,0.3294,0.3294,-0.4655,3.9154,4.4169,3.9154,2.3438,38953378842,83.0145,2.850364964,1.150589,1.066996,0.140273985,0.064847223,24.38563135,0.003055556
63,中兴通讯,通信设备,计算机、通信和其他电子设备制造业,广东,2046,46,1.88E+10,11.1422,16.42,17.2685,4,0.1288,0.1288,0.5859,13.2336,14.3765,13.2336,5.9137,1.69E+11,68.4246,1.339622642,1.466372,1.265259,0.382791323,0.235276844,25.85176372,0.02390036
66,中国长城,电脑与外围设备,计算机、通信和其他电子设备制造业,广东,40,31.34,1383301878,4.2289,7.78,7.9128,0,0.2315,0.2315,-0.2917,6.1559,6.4028,6.1559,3.4186,32710739585,67.0954,21.09183673,2.136661,1.597175,0.75924433,0.468236444,24.21096929,0.000278917
90,天健集团,建筑与工程,土木工程建筑业,广东,3,3.03,416461502.8,0.6961,1.79,2.0661,0,0.3588,0.3588,0.2804,15.2168,16.3417,15.2168,5.2042,59824016392,78.5596,1.457763975,1.000995,0.986379,0.000994505,-0.013714617,24.81467303,0.238898164
100,TCL 科技,家庭耐用消费品,计算机、通信和其他电子设备制造业,广东,304,16.14,8772389079,2.8391,5.36,5.8868,0,1.1328,1.1305,2.2375,23.3708,26.0751,23.3708,7.0253,3.09E+11,61.2464,1.558490566,1.131842,0.840977,0.123846394,-0.173190968,26.45574309,0.046187532
157,中联重科,机械制造,专用设备制造业,湖南,800,27.82,4229711873,3.4665,6.3,6.9685,21,0.0311,0.0311,-0.153,11.0252,12.1024,11.0252,6.7586,1.22E+11,52.2225,1.260387812,1.298306,0.987525,0.261060338,-0.012553466,25.52743573,0.000318187
301,东方盛虹,化学制品,化学纤维制造业,江苏,0,9.23,1429173316,1.0823,2.76,3.1342,0,1.2708,1.2708,13.1815,16.4537,20.1222,16.4537,5.4715,1.32E+11,77.7216,8.261183261,1.197499,1.137522,0.180235215,0.128852212,25.60608703,0.015904593
333,美的集团,家庭耐用消费品,电气机械和器材制造业,广东,5411,10.92,12014907000,3.0971,3.52,3.8414,7,0.2006,0.2018,0.0568,22.8831,23.5771,22.8831,9.0412,3.88E+11,65.2464,1.782433984,2.202418,1.613216,0.789555848,0.478229702,26.68413226,0.0003663
401,冀东水泥,建筑材料,非金属矿物制品业,河北,3,2.59,99681247.19,0.1652,0.27,0.3073,5,0.0242,0.0242,-0.262,8.8348,11.3499,8.8348,10.0451,60330436253,44.0104,2.574912892,0.846624,0.984904,-0.166498603,-0.015211104,24.82310256,0.014739884
403,派林生物,生物科技,医药制造业,山西,0,13.76,63402673.73,0.8945,3.22,4.2625,0,0.878,0.878,1.09,6.1822,10.7273,6.1822,6.614,7087797977,10.7236,1.672743847,3.021952,2.035435,1.10590298,0.710709555,22.68164055,0.01
408,藏格矿业,化学制品,化学原料和化学制品制造业,青海,0,2.58,17358067.13,0.1634,0.48,0.8648,7,0.9031,0.9031,4.293,15.0981,16.4337,15.0981,15.9534,10624520306,11.0191,2.225313693,1.302631,4.186413,0.264386065,1.431844281,23.0864304,0.00022779
422,湖北宜化,化学制品,化学原料和化学制品制造业,湖北,4,7.5,710640310.6,3.4057,3.83,4.4957,26,0.3433,0.3433,19.5002,65.1659,114.7809,65.1659,13.1531,20866134859,80.9812,3.416,1.086652,1.687266,0.08310141,0.523109467,23.76139334,0.000340136
425,徐工机械,机械制造,专用设备制造业,江苏,40,18.88,4452409166,2.6656,5.28,5.6524,22,0.1401,0.1401,0.4461,15.4063,16.0106,15.4063,6.269,1.10E+11,66.2188,8.108510638,1.217579,1.015883,0.196864461,0.015758185,25.42401078,0.091401057
488,晨鸣纸业,纸类与林业产品,造纸和纸制品业,山东,18,15.45,1453766372,1.7549,4.4,4.7534,7,0.0743,0.0743,0.4397,10.82,9.5258,10.82,5.9806,82841454602,72.7832,1.223642173,1.00203,0.931169,0.002027942,-0.071314493,25.14019443,0.004059041
498,山东路桥,建筑与工程,土木工程建筑业,山东,5,7.89,1263381552,1.5151,2.2,2.3388,10,0.6703,0.6703,0.8631,15.7849,19.259,15.7849,4.9403,83386867271,75.9996,4.585096596,0.980197,0.959204,-0.020001707,-0.041651505,25.14675667,0.014375987
507,珠海港,工业集团企业,水上运输业,广东,0,7.35,64786524.88,0.3284,1.02,1.0717,8,0.805,0.805,0.8983,8.0919,8.3023,8.0919,5.0179,17736184526,58.3037,8.492917847,0.945781,0.886511,-0.055744238,-0.120461745,23.59887271,0.000564972
516,国际医学,多元化零售,卫生,陕西,0,0,12795886.98,0.0961,0,0.3398,0,0.8178,0.8178,-116.1298,-15.4383,-15.9237,-15.4383,-5.4713,13320275545,59.9747,7.39800995,2.704631,1.880853,0.994965489,0.631725397,23.31255319,0.000325733
519,中兵红箭,汽车零配件,专用设备制造业,湖南,0,19.6,427672232.1,3.0481,5.69,6.2293,6,0.1626,0.1626,0.5138,5.3861,5.5377,5.3861,4.3705,14030752649,35.7772,1.265451664,1.302748,2.591307,0.26447588,0.952162382,23.36451738,0.02073583
547,航天发展,通信设备,计算机、通信和其他电子设备制造业,福建,0,39.9,549885553.3,3.9381,13.27,15.1605,13,-0.0659,-0.0659,-0.2962,7.1422,7.3838,7.1422,5.0672,13963344466,28.4414,1.303867403,2.203067,1.395439,0.78985048,0.333209061,23.35970148,0.01187291
552,甘肃能化,石油、天然气与消费用燃料,煤炭开采和洗选业,甘肃,3,1.21,81709711.1,0.5079,1.69,2.0742,2,0.313,0.313,0.7512,8.4936,8.5761,8.4936,6.9146,14412444303,38.7447,11.81937173,0.855067,1.023061,-0.156575451,0.022799114,23.39135786,0.000309598
553,安道麦 A,化学制品,化学原料和化学制品制造业,湖北,7,2.86,501377000,0.9981,1.62,1.6138,5,0.0912,0.0912,-0.0409,0.7468,0.7419,0.7468,2.3957,50235308000,58.0473,58.55970149,0.965709,0.935053,-0.034892732,-0.067152067,24.63998396,0.001737386
555,神州信息,通信设备,软件和信息技术服务业,广东,0,30.54,625060414.3,5.032,5.5,5.7561,28,0.0627,0.0627,-0.1745,6.3612,6.543,6.3612,3.6034,12421706003,51.487,6.024242424,1.790173,1.518214,0.582312263,0.417534644,23.24271126,0.167058255
568,泸州老窖,饮料,酒、饮料和精制茶制造业,四川,49,14.39,169125528.5,0.3914,0.82,1.6272,4,0.2396,0.2396,0.3306,28.3719,31.128,28.3719,24.8684,43211782006,34.8852,1.041216487,9.196342,6.603245,2.218805796,1.887561195,24.48937903,0.006060172
582,北部湾港,交通基本设施,水上运输业,广西,0,3.32,20090961.97,0.0739,0.34,0.4441,9,0.0999,0.0999,-0.0135,9.117,9.523,9.117,6.0506,26883607497,50.8957,5.920262664,1.196826,0.971004,0.179673053,-0.029424691,24.01478255,0.03781362
596,古井贡酒,饮料,酒、饮料和精制茶制造业,安徽,182,9.1,300602964.9,1.1826,2.27,2.9432,0,0.2893,0.2893,0.274,13.8951,17.29,13.8951,12.5042,25418086448,32.1237,21.75319149,5.419454,2.995162,1.689995072,1.09699832,23.95872682,0.001462744
615,奥园美谷,房地产管理和开发,房地产业,湖北,0,5.62,26310327.93,0.6164,1.71,1.4118,21,-0.2258,-0.2258,-1.1971,-17.2862,-15.9372,-17.2862,-1.8149,4321165848,55.4046,3.785806452,1.634164,2.21955,0.491131359,0.797304473,22.18679108,0.032429473
625,长安汽车,汽车,汽车制造业,重庆,1260,17.13,4826946504,3.5648,4.59,4.7092,6,0.2433,0.2433,0.4216,6.3741,6.5097,6.3741,2.855,1.35E+11,58.7413,1.218305085,1.088406,1.087612,0.084714241,0.083984467,25.63153334,0.009733077
636,风华高科,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,广东,0,13.91,294838432.3,2.723,5.83,7.0561,11,0.1669,0.1669,0.5632,13.5732,14.5835,13.5732,10.2042,10827582486,34.6079,17.82608696,3.374425,2.023359,1.216224939,0.704759002,23.10536265,0.000234242
651,格力电器,家庭耐用消费品,电气机械和器材制造业,广东,15291,17.38,6528680942,2.0428,3.48,3.9925,35,0.1169,0.1093,0.0243,22.2512,21.078,22.2512,8.9348,3.20E+11,66.2309,1.368609866,1.851021,1.267856,0.615737379,0.237327285,26.49033037,0.026265341
661,长春高新,制药,医药制造业,吉林,0,12.14,1092175124,4.8507,10.16,18.3284,17,0.253,0.253,0.198,25.7825,29.4649,25.7825,20.6539,22515769521,23.4456,2.196261682,9.527072,3.009642,2.25413743,1.101821135,23.83748177,0.004554193
672,上峰水泥,经销商,非金属矿物制品业,甘肃,0,1.5,180664122,1.1944,2.17,3.1607,23,0.2926,0.2926,0.0229,26.2521,28.89,26.2521,19.1357,15125420566,40.2857,2.197916667,1.888687,1.550745,0.635881879,0.438735461,23.43964265,0.019793582
681,视觉中国,信息技术服务,文化艺术业,江苏,0,19.83,108968399.6,2.7557,16.58,19.2813,4,0.1522,0.1522,-0.0969,4.6906,4.7589,4.6906,4.6301,3954350492,17.4475,1.031974421,2.456956,2.790265,0.898923185,1.026136573,22.0980822,0.005660377
682,东方电子,电气设备,软件和信息技术服务业,山东,36,27.75,383249099.1,4.7569,8.54,9.1645,18,0.2062,0.2062,0.3133,9.1323,9.5492,9.1323,5.7473,8056696373,47.7879,1.98989899,1.274863,1.460381,0.242838722,0.378697361,22.80976943,0.018149466
683,远兴能源,化学制品,化学原料和化学制品制造业,内蒙古,0,11.2,156524456.4,0.6003,1.29,1.742,12,0.5781,0.5781,25.9555,32.3116,38.7567,32.3116,25.0228,26238278547,34.8293,6.460887949,0.889066,1.60686,-0.117583806,0.474281964,23.99048519,0.003374233
708,中信特钢,金属与采矿,黑色金属冶炼和压延加工业,湖北,0,15.39,3487285313,4.1172,3.58,3.9947,3,0.3025,0.3025,0.2699,24.2427,26.0083,24.2427,11.9155,84876296225,61.158,16.56732892,1.331147,1.171188,0.286040977,0.158018618,25.16446069,0.003980046
718,苏宁环球,房地产管理和开发,房地产业,吉林,0,0,0,0,0,0,0,-0.3017,-0.3017,-0.4118,7.1167,7.2835,7.1167,6.5865,15435144729,41.1257,1.358425015,1.146335,1.203988,0.136569897,0.18563938,23.45991287,0.376452599
723,美锦能源,石油、天然气与消费用燃料,石油加工、炼焦和核燃料加工业,山西,0,3.45,266725062.9,0.9079,1.25,1.596,18,0.6571,0.6571,2.5002,20.6619,22.8867,20.6619,14.7392,29404847992,51.4204,8.975425331,1.64691,2.218256,0.498900805,0.796721302,24.1044254,0.001365105
725,京东方A,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,北京,4696,24.8,12436495134,2.7622,5.67,6.7612,22,0.6179,0.6179,4.7148,18.073,20.9835,18.073,8.7801,4.50E+11,51.7767,2.969101124,1.086611,0.875233,0.083063678,-0.133265142,26.83190653,0.000359069
733,振华科技,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,贵州,0,12.18,494388868.7,4.4448,8.74,12.7032,0,0.432,0.432,1.4105,20.0369,22.2326,20.0369,16.2592,11122768868,33.1351,10.07076923,3.31091,5.253972,1.197223076,1.658984362,23.13226009,0.000558731
736,中交地产,房地产管理和开发,房地产业,重庆,0,0,0,0,0,0,0,0.1823,0.1823,0.0316,7.2313,7.457,7.2313,1.7639,1.42E+11,87.3587,5.375,0.917186,0.945959,-0.086444992,-0.055556051,25.67882858,0.498340249
738,航发控制,汽车,铁路、船舶、航空航天和其他运输设备制造业,江苏,0,16.01,151894342.8,1.0715,3.65,4.2995,2,0.1881,0.1881,0.367,4.6262,5.8952,4.6262,4.3253,14175565533,24.6407,1.934326337,2.492669,2.189088,0.913354024,0.783485019,23.37478558,0.015403798
739,普洛药业,制药,医药制造业,浙江,24,14.35,479216325.2,5.2297,5.36,6.0345,29,0.1349,0.1349,0.1543,18.8844,20.2218,18.8844,12.3361,9163329850,44.7798,2.114457831,4.590108,4.156471,1.523903553,1.424666397,22.93847547,0.001442115
768,中航西飞,航空航天与国防,铁路、船舶、航空航天和其他运输设备制造业,陕西,87,6.64,237012503.4,0.3292,0.72,0.7439,0,-0.0234,-0.0234,-0.1862,4.1477,4.2059,4.1477,1.3065,71989049045,78.1332,3.486757991,1.845681,1.823505,0.612848315,0.600760473,24.99977985,0.040762214
786,北新建材,建筑产品,非金属矿物制品业,北京,230,7.02,874598448.4,3.2912,4.15,5.0399,35,0.2549,0.2549,0.1409,18.5285,19.7136,18.5285,14.6412,26573872663,26.5219,4.636029412,3.306251,2.144665,1.195814919,0.762983363,24.00319434,0.004309265
799,酒鬼酒,饮料,酒、饮料和精制茶制造业,湖南,27,3.2,10136021.52,0.1686,0.3,0.4556,0,0.8697,0.8697,0.9836,25.353,28.0033,25.353,19.881,6011275282,41.3736,6.540084388,11.1931,8.259951,2.415297517,2.111418655,22.51690276,0.002071815
803,山高环能,纺织品、服装与奢侈品,电气机械和器材制造业,四川,0,7.39,12349583.2,0.4474,1.49,1.6565,4,1.3833,1.3833,1.1598,6.2558,8.5403,6.2558,4.4381,2760240863,52.2392,2.545454546,1.648509,2.023346,0.499871243,0.704752577,21.73858378,0.027543424
807,云铝股份,金属与采矿,有色金属冶炼和压延加工业,云南,2,12.99,1491850530,3.9411,3.58,4.2633,3,0.409,0.409,2.4461,18.2451,22.129,18.2451,14.0073,37837121415,44.7359,3.168316832,1.340729,1.511481,0.293213496,0.413089965,24.35655651,0.050906954
810,创维数字,通信设备,计算机、通信和其他电子设备制造业,四川,0,19.09,563298910,5.0307,5.19,5.4256,7,0.2749,0.2749,0.0949,9.3181,9.6644,9.3181,4.2002,11197233580,59.2888,15.89017341,1.363829,1.880504,0.310296185,0.631539826,23.13893258,0.00419143
811,冰轮环境,机械制造,通用设备制造业,山东,21,24.76,189847502.9,1.9247,3.53,3.7034,9,0.3314,0.3314,0.3364,6.3261,6.6467,6.3261,3.9087,9863853598,49.7587,1.083333333,1.110818,1.369174,0.105096681,0.314207638,23.01214276,0.000273973
848,承德露露,饮料,酒、饮料和精制茶制造业,河北,12,8.28,18819402.7,0.5364,0.75,1.0623,3,0.3565,0.3565,0.2852,24.1651,24.9886,24.1651,20.2965,3508334611,31.8178,4.991411043,2.520311,2.84086,0.924382307,1.044106823,21.97840729,0.030926059
858,五粮液,饮料,酒、饮料和精制茶制造业,四川,257,9.96,177411727.7,0.1308,0.27,0.5224,0,0.1551,0.1551,0.1698,23.5969,25.3034,23.5969,23.9783,1.36E+11,25.2387,1.687745098,8.667522,4.549392,2.159582937,1.514993598,25.63312868,0.006215879
860,顺鑫农业,食品,酒、饮料和精制茶制造业,北京,0,3.24,32967069.69,0.17,0.22,0.2314,6,-0.0414,-0.0414,-0.2127,1.3167,1.3191,1.3167,4.2486,19392497387,59.8155,7.847280335,2.292907,1.506185,0.829820445,0.409579964,23.6881521,0.000217865
875,吉电股份,电力公用事业,电力、热力生产和供应业,吉林,2,6.1,80168938.49,0.12,0.61,0.6481,2,0.3099,0.3099,0.0235,4.3072,4.9316,4.3072,3.9416,66751956212,78.607,4.602811951,0.942317,1.104992,-0.059413543,0.099838095,24.92424944,0.003886926
876,新希望,食品,农副食品加工业,四川,303,1.49,291890935.6,0.2199,0.23,0.2211,44,0.1497,0.1497,-2.0334,-28.5966,-26.1385,-28.5966,-5.9258,1.33E+11,64.9829,1.176236045,1.290108,1.233774,0.254725936,0.210077764,25.61161449,0.001839465
878,云南铜业,金属与采矿,有色金属冶炼和压延加工业,云南,9,14.42,1531150930,3.9136,1.21,1.2229,4,0.4399,0.4399,0.5754,7.0119,7.437,7.0119,6.5888,39123792425,66.0933,11.03235294,1.233061,1.139519,0.209499696,0.130606244,24.38999662,0.162141174
885,城发环境,建筑材料,道路运输业,河南,0,0,10695551.58,0.0492,0,0.2446,0,0.6598,0.6598,0.5033,17.1857,18.692,17.1857,7.4886,21747758322,70.8167,5.809670782,1.060615,0.988635,0.058848929,-0.011430075,23.80277652,0.055820106
887,中鼎股份,汽车零配件,橡胶和塑料制品业,安徽,12,14.82,582176411.2,3.1819,4.63,4.9521,13,0.0891,0.0891,0.8937,10.4155,10.5817,10.4155,7.3164,18296566390,49.1427,16.21933086,1.159944,1.48893,0.148371728,0.398057741,23.62997925,0.001899087
895,双汇发展,食品,农副食品加工业,河南,131,0.53,727125060.5,2.14,1.09,1.2146,9,-0.0972,-0.0965,-0.2205,21.3337,20.8965,21.3337,18.6797,33977361889,31.8673,22.68709677,2.215569,1.845397,0.795509255,0.61269443,24.24896031,0.001119323
902,新洋丰,纺织品、服装与奢侈品,化学原料和化学制品制造业,湖北,22,5.08,209407138,1.5841,1.77,2.025,20,0.1721,0.1721,0.2633,15.1912,16.2539,15.1912,11.788,13137349449,37.4237,10.44615385,2.176743,1.88744,0.777829723,0.635221414,23.29872511,0.000639869
921,海信家电,家庭耐用消费品,电气机械和器材制造业,广东,30,5.99,2149419026,3.8418,3.18,3.272,0,0.3961,0.3961,-0.1297,9.4039,9.6671,9.4039,5.2854,55948549487,72.1329,1.128907413,1.118926,0.995031,0.112369297,-0.004981387,24.74769835,0.000323548
930,中粮科技,化学制品,化学原料和化学制品制造业,安徽,27,5.84,119196566,0.6601,0.51,0.5414,0,0.1788,0.1788,0.7122,9.9426,10.4006,9.9426,8.5311,18062119862,34.8986,5.808588957,1.129293,1.157074,0.121591773,0.145894405,23.61708276,0.000269542
932,华菱钢铁,金属与采矿,黑色金属冶炼和压延加工业,湖南,0,13.52,6085290824,5.7107,3.55,3.8025,0,0.4722,0.4724,0.4722,21.3166,24.4767,21.3166,11.6354,1.07E+11,52.2798,3.028971963,1.018969,0.886687,0.018791332,-0.120263234,25.39196906,0.000342466
933,神火股份,金属与采矿,有色金属冶炼和压延加工业,河南,15,5.89,159255611.1,0.2975,0.46,0.6177,11,0.8316,0.8316,9.5631,34.5332,39.5675,34.5332,12.1297,53527947472,73.1441,2.404040404,1.113714,1.282175,0.107700376,0.248557855,24.70346974,0.009453981
938,紫光股份,电脑与外围设备,计算机、通信和其他电子设备制造业,北京,6,40.93,4881278925,7.348,7.22,7.6543,32,0.1329,0.1329,0.1039,7.1682,7.1941,7.1682,6.6525,66430452552,46.3081,8.177816901,1.408961,1.294572,0.342852553,0.258180139,24.91942141,0.028011709
960,锡业股份,金属与采矿,有色金属冶炼和压延加工业,云南,3,8.21,461038724.5,1.125,0.86,0.9195,0,0.202,0.202,2.4664,18.1521,19.7996,18.1521,10.3842,40981474131,58.2178,3.05065666,1.139016,1.397331,0.130164732,0.334563989,24.43638595,0.000289855
963,华东医药,食品与主要用品零售,零售业,浙江,0,12.92,962881963.6,3.5667,9.52,3.0349,7,0.0261,0.0261,-0.1786,13.8825,14.7544,13.8825,10.7274,26996403367,37.246,2.537667072,2.865714,2.435009,1.052817534,0.889950453,24.01896949,0.017166012
967,盈峰环境,机械制造,生态保护和环境治理业,浙江,0,10.53,289920069.3,1.022,2.45,2.6574,0,-0.1757,-0.1757,-0.5115,4.3096,4.3075,4.3096,3.4297,28332009628,39.101,2.549363057,1.199943,0.972628,0.182274056,-0.027753593,24.06725808,0.060782991
977,浪潮信息,电脑与外围设备,计算机、通信和其他电子设备制造业,山东,287,40.45,2832643582,6.1302,4.22,4.3913,8,0.0636,0.0636,0.2352,13.2091,13.5278,13.2091,5.1909,46208162563,66.3142,11.43037975,1.701978,1.445929,0.531791104,0.368752022,24.5564223,0.007908864
983,山西焦煤,石油、天然气与消费用燃料,煤炭开采和洗选业,山西,1,5.87,608769303.1,0.8635,1.34,1.5798,0,0.3415,0.3415,1.3031,18.4646,20.1847,18.4646,11.2731,70497875041,63.1337,13.87755102,0.965362,1.298475,-0.035252118,0.261190499,24.97884841,0.000323845
989,九芝堂,制药,医药制造业,湖南,15,6.8,117781782.5,2.2368,3.11,3.4558,2,0.0631,0.0631,0.0428,6.8199,6.8603,6.8199,6.908,5265534000,24.5995,1.611702128,1.398544,1.633908,0.335431695,0.490974691,22.3844484,0.005109489
998,隆平高科,食品,农业,湖南,19,16.65,275285532.5,1.9658,7.86,8.0713,5,0.0647,0.0647,-0.2105,1.1341,1.1336,1.1341,2.626,14003756000,55.2607,2.472346786,2.003844,2.308168,0.695067336,0.836454136,23.36259142,0.021328671
999,华润三九,制药,医药制造业,广东,31,2.95,631276178.9,2.5722,4.12,4.9076,2,0.1234,0.1234,0.1871,13.3935,14.1117,13.3935,10.0474,24307980617,35.3599,7.403958091,1.412058,2.152484,0.345048215,0.766622524,23.91407055,0.014863939
1914,招商积余,房地产管理和开发,房地产业,广东,0,0.44,37537371.86,0.2239,0.35,0.3803,5,0.2265,0.2265,0.2438,5.9216,6.0451,5.9216,5.313,16765511298,48.8508,4.191696113,1.488864,1.374498,0.398013413,0.318088574,23.54258971,0.377435933
1979,招商蛇口,商业服务与商业用品,房地产业,广东,2,0.54,332156200,0.0388,0.21,0.2414,5,0.2393,0.2393,-0.0551,9.5446,9.8764,9.5446,3.1921,8.56E+11,67.6765,11.24564797,0.793736,0.818324,-0.231004367,-0.200496933,27.47577374,0.394254656
2001,新和成,制药,医药制造业,浙江,64,21.92,782661708.5,2.2539,5.29,7.884,13,0.4347,0.4347,0.2207,19.8356,21.0236,19.8356,15.4751,34692165112,36.978,16.91637631,2.814129,2.573254,1.0346528,0.945171246,24.26977971,0.006735748
2008,大族激光,电子设备、仪器和元件,专用设备制造业,广东,1039,34.06,1436229476,5.284,8.79,10.0282,21,0.3676,0.3676,1.1864,17.1645,18.6691,17.1645,9.1013,27180559671,55.6431,1.122031662,2.40858,1.760625,0.879037362,0.56566886,24.02576784,0.007286535
2009,天奇股份,机械制造,通用设备制造业,江苏,0,13.53,230863541.7,3.7096,6.11,6.3644,23,0.0519,0.0519,0.7755,7.2553,7.5165,7.2553,3.8872,6223484635,64.6744,1.46875,1.223179,1.728389,0.201453207,0.547189761,22.55159582,0.011232877
2010,传化智联,化学制品,商务服务业,浙江,9,19.51,429427927.5,1.0502,1.21,1.2318,0,0.6464,0.641,0.5608,13.3233,14.1018,13.3233,8.4254,40890334291,56.0677,23.176,1.210742,1.032118,0.191233395,0.031613002,24.43415955,0.036282762
2013,中航机电,汽车零配件,铁路、船舶、航空航天和其他运输设备制造业,湖北,0,13.36,1422028054,4.0753,9.49,10.4413,0,0.2264,0.2264,0.1433,9.0841,9.4478,9.0841,4.6422,34893663216,50.6056,3.459016393,1.718844,1.722055,0.541651972,0.543518345,24.27557108,0.00030303
2014,永新股份,容器与包装,橡胶和塑料制品业,安徽,12,14.97,121105571.4,4.0239,4.01,4.5131,0,0.1045,0.1045,0.0238,14.8412,15.3365,14.8412,12.2314,3009639908,27.8495,1.40861678,2.138502,1.842656,0.760105584,0.611208009,21.82508628,0.017770035
2019,亿帆医药,制药,医药制造业,浙江,0,19.3,523204852.8,4.3009,11.87,12.5057,17,-0.1836,-0.1836,-0.8043,3.2618,3.2801,3.2618,2.3458,12165124977,27.8712,27.74482759,1.918412,1.525191,0.65149776,0.422119648,23.22183909,0.001809474
2020,京新药业,制药,医药制造业,浙江,11,13.98,329331078.8,4.9765,9.87,12.0639,12,0.0239,0.0239,-0.0946,12.7455,14.0584,12.7455,10.8828,6415365230,24.5927,1.324614353,1.613035,1.492834,0.478117498,0.400676327,22.58196177,0.000312488
2025,航天电器,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,贵州,57,27.43,503944667.2,5.4048,10,11.3815,7,0.1943,0.1943,0.1065,9.2925,11.2665,9.2925,6.7393,9208721287,34.5363,10.81369863,3.354749,3.263318,1.210376954,1.182744469,22.94341684,0.003452864
2026,山东威达,机械制造,金属制品业,山东,21,16.58,159488019.3,3.2791,4.82,5.4521,23,0.5287,0.5287,0.4708,12.139,13.2655,12.139,9.2321,4863841564,35.7323,10.5755814,1.551838,1.569352,0.439440035,0.450662795,22.30509441,0.000239234
2027,分众传媒,媒体,商务服务业,广东,0,3.39,89308345.41,0.3495,0.6,1.1194,0,0.2264,0.2264,0.5246,32.9888,34.2586,32.9888,30.678,25555259687,26.8928,2.099115044,5.740613,3.657478,1.747565999,1.296773839,23.96410899,0.010268549
2028,思源电气,电气设备,电气机械和器材制造业,上海,3,12.58,556296819.1,3.998,6.4,7.5734,0,0.1794,0.1794,0.2616,14.3083,16.085,14.3083,10.1126,13914411614,38.2067,1.364069952,2.11211,1.936789,0.747687448,0.661031447,23.35619095,0.025558335
2032,苏泊尔,家庭耐用消费品,金属制品业,浙江,104,11.64,450110510.5,3.2383,2.09,2.3119,0,0.1607,0.1607,0.0856,25.5022,26.2277,25.5022,17.2371,13899456422,44.9021,10.34378921,4.093536,3.349344,1.409409144,1.208764506,23.35511557,0.000314741
2033,丽江股份,酒店、餐馆与休闲,公共设施管理业,云南,0,0,0,0,0,0,0,-0.1687,-0.1687,-1.1226,-1.5673,-1.5208,-1.5673,-1.2664,2690235514,6.6571,1.103085554,1.574653,1.525432,0.454034931,0.422277649,21.71289458,0.000314465
2034,旺能环境,纺织品、服装与奢侈品,生态保护和环境治理业,浙江,0,10.07,56411856.1,0.4451,1.9,2.3636,85,0.7475,0.7475,0.2099,12.0478,12.783,12.0478,7.4529,12673529510,57.3406,1.91810842,1.230876,1.177641,0.207726111,0.163513285,23.26278136,0.047810219
2035,华帝股份,电气设备,电气机械和器材制造业,广东,1624,12.04,243555671.8,3.7283,4.36,4.7076,0,0.2815,0.2815,-0.5035,6.3935,6.4749,6.3935,3.6843,6532579984,48.9166,1.392195122,1.533799,1.172308,0.427747664,0.158974455,22.6000678,0.000274725
2036,联创电子,电子设备、仪器和元件,计算机、通信和其他电子设备制造业,江西,0,14.46,988642194.5,7.6228,9.36,9.4599,18,0.4018,0.4018,-0.3437,2.9913,3.0375,2.9913,1.714,12969495751,68.5562,1.179790026,1.43986,1.744866,0.364545887,0.556677762,23.28586596,0.000321157
